question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q00737,Aptitude,Time & Work,4,A can do a work in 14 days and B in 21 days. How many days will they take together?,9.4,10.4,7.4,8.4,D,60
Q00738,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",31,26,16,21,D,90
Q00739,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 90, how many are boys?",54,52,58,56,A,30
Q00740,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 85, how many are boys?",53,51,55,49,B,30
Q00741,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",20,18,22,16,B,30
Q00742,Aptitude,Averages,3,The average of 6 numbers is 30. What is their sum?,180,175,185,190,A,45
Q00743,Aptitude,Averages,3,The average of 7 numbers is 27. What is their sum?,189,194,199,184,A,45
Q00744,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",5,10,20,15,B,90
Q00745,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,5,20,10,D,90
Q00746,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,42,32,27,C,90
Q00747,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",46,50,52,48,D,30
Q00748,Aptitude,Time & Work,4,A can do a work in 20 days and B in 12 days. How many days will they take together?,9.5,7.5,8.5,6.5,B,60
Q00749,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",5,15,20,10,D,90
Q00750,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 50, how many are boys?",28,32,30,34,C,30
Q00751,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,26,31,16,A,90
Q00752,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,20,5,10,D,90
Q00753,Aptitude,Averages,3,The average of 7 numbers is 30. What is their sum?,205,210,220,215,B,45
Q00754,Aptitude,Percentages,1,What is 25% of 140?,35,25,55,45,A,20
Q00755,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 40, how many are boys?",26,24,28,22,B,30
Q00756,Aptitude,Averages,3,The average of 4 numbers is 25. What is their sum?,110,105,100,95,C,45
Q00757,Aptitude,Time & Work,4,A can do a work in 12 days and B in 27 days. How many days will they take together?,7.31,8.31,9.31,10.31,B,60
Q00758,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,5,10,15,C,90
Q00759,Aptitude,Time & Work,4,A can do a work in 12 days and B in 21 days. How many days will they take together?,6.64,8.64,7.64,9.64,C,60
Q00760,Aptitude,Averages,3,The average of 5 numbers is 26. What is their sum?,135,130,140,125,B,45
Q00761,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 100, how many are boys?",58,64,60,62,C,30
Q00762,Aptitude,Time & Work,4,A can do a work in 16 days and B in 18 days. How many days will they take together?,7.47,10.47,8.47,9.47,C,60
Q00763,Aptitude,Averages,3,The average of 4 numbers is 26. What is their sum?,109,114,104,99,C,45
Q00764,Aptitude,Time & Work,4,A can do a work in 10 days and B in 27 days. How many days will they take together?,6.3,8.3,9.3,7.3,D,60
Q00765,Aptitude,Percentages,1,What is 25% of 400?,90,100,110,120,B,20
Q00766,Aptitude,Time & Work,4,A can do a work in 20 days and B in 15 days. How many days will they take together?,10.57,9.57,8.57,7.57,C,60
Q00767,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",16,21,26,31,B,90
Q00768,Aptitude,Averages,3,The average of 4 numbers is 30. What is their sum?,125,115,130,120,D,45
Q00769,Aptitude,Percentages,1,What is 25% of 260?,55,75,65,85,C,20
Q00770,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 40, how many are boys?",24,28,22,26,A,30
Q00771,Aptitude,Percentages,1,What is 25% of 380?,105,85,95,115,C,20
Q00772,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,15,10,5,C,90
Q00773,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",50,52,48,46,C,30
Q00774,Aptitude,Averages,3,The average of 7 numbers is 20. What is their sum?,140,145,135,150,A,45
Q00775,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,16,31,26,A,90
Q00776,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,42,37,27,A,90
Q00777,Aptitude,Time & Work,4,A can do a work in 16 days and B in 12 days. How many days will they take together?,8.86,6.86,5.86,7.86,B,60
Q00778,Aptitude,Percentages,1,What is 25% of 280?,70,60,80,90,A,20
Q00779,Aptitude,Time & Work,4,A can do a work in 14 days and B in 12 days. How many days will they take together?,8.46,5.46,7.46,6.46,D,60
Q00780,Aptitude,Averages,3,The average of 5 numbers is 26. What is their sum?,130,125,135,140,A,45
Q00781,Aptitude,Averages,3,The average of 7 numbers is 25. What is their sum?,170,175,180,185,B,45
Q00782,Aptitude,Averages,3,The average of 4 numbers is 16. What is their sum?,74,69,59,64,D,45
Q00783,Aptitude,Time & Work,4,A can do a work in 18 days and B in 21 days. How many days will they take together?,10.69,8.69,9.69,11.69,C,60
Q00784,Aptitude,Averages,3,The average of 6 numbers is 28. What is their sum?,178,163,168,173,C,45
Q00785,Aptitude,Time & Work,4,A can do a work in 18 days and B in 30 days. How many days will they take together?,12.25,11.25,13.25,10.25,B,60
Q00786,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 50, how many are boys?",32,28,34,30,D,30
Q00787,Aptitude,Averages,3,The average of 4 numbers is 20. What is their sum?,75,85,90,80,D,45
Q00788,Aptitude,Percentages,1,What is 25% of 160?,40,30,60,50,A,20
Q00789,Aptitude,Averages,3,The average of 6 numbers is 20. What is their sum?,125,130,115,120,D,45
Q00790,Aptitude,Time & Work,4,A can do a work in 14 days and B in 21 days. How many days will they take together?,9.4,7.4,8.4,10.4,C,60
Q00791,Aptitude,Averages,3,The average of 4 numbers is 28. What is their sum?,117,122,112,107,C,45
Q00792,Aptitude,Percentages,1,What is 25% of 200?,60,70,50,40,C,20
Q00793,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 45, how many are boys?",25,27,29,31,B,30
Q00794,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,27,37,42,A,90
Q00795,Aptitude,Percentages,1,What is 25% of 380?,95,105,115,85,A,20
Q00796,Aptitude,Averages,3,The average of 7 numbers is 22. What is their sum?,159,154,164,149,B,45
Q00797,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",50,48,46,52,B,30
Q00798,Aptitude,Time & Work,4,A can do a work in 8 days and B in 27 days. How many days will they take together?,7.17,6.17,5.17,8.17,B,60
Q00799,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",50,52,48,46,C,30
Q00800,Aptitude,Time & Work,4,A can do a work in 14 days and B in 12 days. How many days will they take together?,8.46,7.46,6.46,5.46,C,60
Q00801,Aptitude,Percentages,1,What is 25% of 260?,55,85,75,65,D,20
Q00802,Aptitude,Averages,3,The average of 5 numbers is 21. What is their sum?,110,100,115,105,D,45
Q00803,Aptitude,Percentages,1,What is 25% of 260?,55,85,65,75,C,20
Q00804,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,26,31,16,A,90
Q00805,Aptitude,Time & Work,4,A can do a work in 10 days and B in 12 days. How many days will they take together?,7.45,5.45,4.45,6.45,B,60
Q00806,Aptitude,Time & Work,4,A can do a work in 20 days and B in 12 days. How many days will they take together?,7.5,9.5,6.5,8.5,A,60
Q00807,Aptitude,Averages,3,The average of 5 numbers is 22. What is their sum?,115,110,105,120,B,45
Q00808,Aptitude,Time & Work,4,A can do a work in 18 days and B in 12 days. How many days will they take together?,7.2,8.2,9.2,6.2,A,60
Q00809,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 40, how many are boys?",26,22,24,28,C,30
Q00810,Aptitude,Averages,3,The average of 7 numbers is 27. What is their sum?,194,189,184,199,B,45
Q00811,Aptitude,Percentages,1,What is 25% of 100?,15,25,35,45,B,20
Q00812,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,32,37,42,B,90
Q00813,Aptitude,Time & Work,4,A can do a work in 12 days and B in 18 days. How many days will they take together?,8.2,7.2,6.2,9.2,B,60
Q00814,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 90, how many are boys?",56,52,54,58,C,30
Q00815,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,31,16,26,A,90
Q00816,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,37,42,32,D,90
Q00817,Aptitude,Time & Work,4,A can do a work in 18 days and B in 24 days. How many days will they take together?,9.29,10.29,12.29,11.29,B,60
Q00818,Aptitude,Percentages,1,What is 25% of 340?,105,95,85,75,C,20
Q00819,Aptitude,Percentages,1,What is 25% of 280?,90,80,70,60,C,20
Q00820,Aptitude,Averages,3,The average of 6 numbers is 17. What is their sum?,97,107,112,102,D,45
Q00821,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",52,48,50,46,B,30
Q00822,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,5,20,10,D,90
Q00823,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 50, how many are boys?",28,32,30,34,C,30
Q00824,Aptitude,Percentages,1,What is 25% of 180?,55,35,65,45,D,20
Q00825,Aptitude,Time & Work,4,A can do a work in 18 days and B in 27 days. How many days will they take together?,9.8,12.8,10.8,11.8,C,60
Q00826,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 70, how many are boys?",40,44,42,46,C,30
Q00827,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,42,32,27,C,90
Q00828,Aptitude,Averages,3,The average of 5 numbers is 19. What is their sum?,100,105,95,90,C,45
Q00829,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,5,15,10,D,90
Q00830,Aptitude,Averages,3,The average of 6 numbers is 26. What is their sum?,151,156,161,166,B,45
Q00831,Aptitude,Time & Work,4,A can do a work in 16 days and B in 15 days. How many days will they take together?,9.74,8.74,6.74,7.74,D,60
Q00832,Aptitude,Percentages,1,What is 25% of 260?,85,75,55,65,D,20
Q00833,Aptitude,Averages,3,The average of 6 numbers is 20. What is their sum?,130,115,120,125,C,45
Q00834,Aptitude,Percentages,1,What is 25% of 360?,110,90,80,100,B,20
Q00835,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 25, how many are boys?",15,13,19,17,A,30
Q00836,Aptitude,Time & Work,4,A can do a work in 18 days and B in 12 days. How many days will they take together?,9.2,8.2,6.2,7.2,D,60
Q00837,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 40, how many are boys?",22,28,26,24,D,30
Q00838,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",26,16,21,31,C,90
Q00839,Aptitude,Averages,3,The average of 7 numbers is 22. What is their sum?,164,154,149,159,B,45
Q00840,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",46,48,52,50,B,30
Q00841,Aptitude,Percentages,1,What is 25% of 240?,80,50,70,60,D,20
Q00842,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,26,16,31,A,90
Q00843,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,37,32,42,C,90
Q00844,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,27,42,32,D,90
Q00845,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",10,15,5,20,A,90
Q00846,Aptitude,Averages,3,The average of 4 numbers is 15. What is their sum?,60,70,65,55,A,45
Q00847,Aptitude,Time & Work,4,A can do a work in 14 days and B in 24 days. How many days will they take together?,7.84,10.84,8.84,9.84,C,60
Q00848,Aptitude,Averages,3,The average of 7 numbers is 23. What is their sum?,161,166,171,156,A,45
Q00849,Aptitude,Averages,3,The average of 5 numbers is 22. What is their sum?,105,120,110,115,C,45
Q00850,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",5,15,10,20,C,90
Q00851,Aptitude,Time & Work,4,A can do a work in 8 days and B in 12 days. How many days will they take together?,4.8,6.8,5.8,3.8,A,60
Q00852,Aptitude,Percentages,1,What is 25% of 160?,50,40,60,30,B,20
Q00853,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 70, how many are boys?",42,40,44,46,A,30
Q00854,Aptitude,Percentages,1,What is 25% of 400?,100,90,120,110,A,20
Q00855,Aptitude,Averages,3,The average of 5 numbers is 25. What is their sum?,120,130,125,135,C,45
Q00856,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 55, how many are boys?",37,33,31,35,B,30
Q00857,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 70, how many are boys?",42,46,40,44,A,30
Q00858,Aptitude,Time & Work,4,A can do a work in 14 days and B in 12 days. How many days will they take together?,5.46,8.46,7.46,6.46,D,60
Q00859,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,42,32,37,C,90
Q00860,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 60, how many are boys?",38,36,34,40,B,30
Q00861,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",42,37,27,32,D,90
Q00862,Aptitude,Percentages,1,What is 25% of 120?,50,40,30,20,C,20
Q00863,Aptitude,Time & Work,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,5.0,6.0,7.0,8.0,B,60
Q00864,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 40, how many are boys?",26,28,22,24,D,30
Q00865,Aptitude,Averages,3,The average of 6 numbers is 27. What is their sum?,157,162,172,167,B,45
Q00866,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,42,27,37,A,90
Q00867,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",26,21,31,16,B,90
