question_id,subject,concept,difficulty,question_text,option_a,option_b,option_c,option_d,correct_option
ENG331,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG332,English,,Hard,Choose the statement that can be inferred from the passage: (Question 2)?,Option A,Option B,Option C,Option D,B
ENG333,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG334,English,,Hard,Choose the option that best summarizes the passage: (Question 4)?,Option A,Option B,Option C,Option D,B
ENG335,English,,Hard,Identify the correct usage of the word in context: (Question 5)?,Option A,Option B,Option C,Option D,B
ENG336,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG337,English,,Hard,Choose the statement that can be inferred from the passage: (Question 7)?,Option A,Option B,Option C,Option D,C
ENG338,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG339,English,,Hard,Choose the option that best summarizes the passage: (Question 9)?,Option A,Option B,Option C,Option D,C
ENG340,English,,Hard,Identify the correct usage of the word in context: (Question 10)?,Option A,Option B,Option C,Option D,C
ENG341,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,C
ENG342,English,,Hard,Choose the statement that can be inferred from the passage: (Question 12)?,Option A,Option B,Option C,Option D,C
ENG343,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG344,English,,Hard,Choose the option that best summarizes the passage: (Question 14)?,Option A,Option B,Option C,Option D,A
ENG345,English,,Hard,Identify the correct usage of the word in context: (Question 15)?,Option A,Option B,Option C,Option D,B
ENG346,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,C
ENG347,English,,Hard,Choose the statement that can be inferred from the passage: (Question 17)?,Option A,Option B,Option C,Option D,C
ENG348,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG349,English,,Hard,Choose the option that best summarizes the passage: (Question 19)?,Option A,Option B,Option C,Option D,D
ENG350,English,,Hard,Identify the correct usage of the word in context: (Question 20)?,Option A,Option B,Option C,Option D,C
ENG351,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,A
ENG352,English,,Hard,Choose the statement that can be inferred from the passage: (Question 22)?,Option A,Option B,Option C,Option D,D
ENG353,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG354,English,,Hard,Choose the option that best summarizes the passage: (Question 24)?,Option A,Option B,Option C,Option D,A
ENG355,English,,Hard,Identify the correct usage of the word in context: (Question 25)?,Option A,Option B,Option C,Option D,B
ENG356,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,A
ENG357,English,,Hard,Choose the statement that can be inferred from the passage: (Question 27)?,Option A,Option B,Option C,Option D,A
ENG358,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,B
ENG359,English,,Hard,Choose the option that best summarizes the passage: (Question 29)?,Option A,Option B,Option C,Option D,D
ENG360,English,,Hard,Identify the correct usage of the word in context: (Question 30)?,Option A,Option B,Option C,Option D,A
ENG361,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG362,English,,Hard,Choose the statement that can be inferred from the passage: (Question 32)?,Option A,Option B,Option C,Option D,B
ENG363,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,D
ENG364,English,,Hard,Choose the option that best summarizes the passage: (Question 34)?,Option A,Option B,Option C,Option D,D
ENG365,English,,Hard,Identify the correct usage of the word in context: (Question 35)?,Option A,Option B,Option C,Option D,B
ENG366,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG367,English,,Hard,Choose the statement that can be inferred from the passage: (Question 37)?,Option A,Option B,Option C,Option D,B
ENG368,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,D
ENG369,English,,Hard,Choose the option that best summarizes the passage: (Question 39)?,Option A,Option B,Option C,Option D,B
ENG370,English,,Hard,Identify the correct usage of the word in context: (Question 40)?,Option A,Option B,Option C,Option D,B
ENG371,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,C
ENG372,English,,Hard,Choose the statement that can be inferred from the passage: (Question 42)?,Option A,Option B,Option C,Option D,A
ENG373,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG374,English,,Hard,Choose the option that best summarizes the passage: (Question 44)?,Option A,Option B,Option C,Option D,C
ENG375,English,,Hard,Identify the correct usage of the word in context: (Question 45)?,Option A,Option B,Option C,Option D,B
ENG376,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG377,English,,Hard,Choose the statement that can be inferred from the passage: (Question 47)?,Option A,Option B,Option C,Option D,D
ENG378,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,D
ENG379,English,,Hard,Choose the option that best summarizes the passage: (Question 49)?,Option A,Option B,Option C,Option D,C
ENG380,English,,Hard,Identify the correct usage of the word in context: (Question 50)?,Option A,Option B,Option C,Option D,A
ENG381,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,C
ENG382,English,,Hard,Choose the statement that can be inferred from the passage: (Question 52)?,Option A,Option B,Option C,Option D,B
ENG383,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,D
ENG384,English,,Hard,Choose the option that best summarizes the passage: (Question 54)?,Option A,Option B,Option C,Option D,D
ENG385,English,,Hard,Identify the correct usage of the word in context: (Question 55)?,Option A,Option B,Option C,Option D,C
ENG386,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG387,English,,Hard,Choose the statement that can be inferred from the passage: (Question 57)?,Option A,Option B,Option C,Option D,B
ENG388,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG389,English,,Hard,Choose the option that best summarizes the passage: (Question 59)?,Option A,Option B,Option C,Option D,D
ENG390,English,,Hard,Identify the correct usage of the word in context: (Question 60)?,Option A,Option B,Option C,Option D,D
ENG391,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,D
ENG392,English,,Hard,Choose the statement that can be inferred from the passage: (Question 62)?,Option A,Option B,Option C,Option D,A
ENG393,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG394,English,,Hard,Choose the option that best summarizes the passage: (Question 64)?,Option A,Option B,Option C,Option D,C
ENG395,English,,Hard,Identify the correct usage of the word in context: (Question 65)?,Option A,Option B,Option C,Option D,C
ENG396,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,A
ENG397,English,,Hard,Choose the statement that can be inferred from the passage: (Question 67)?,Option A,Option B,Option C,Option D,C
ENG398,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG399,English,,Hard,Choose the option that best summarizes the passage: (Question 69)?,Option A,Option B,Option C,Option D,C
ENG400,English,,Hard,Identify the correct usage of the word in context: (Question 70)?,Option A,Option B,Option C,Option D,C
ENG401,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,A
ENG402,English,,Hard,Choose the statement that can be inferred from the passage: (Question 72)?,Option A,Option B,Option C,Option D,A
ENG403,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,D
ENG404,English,,Hard,Choose the option that best summarizes the passage: (Question 74)?,Option A,Option B,Option C,Option D,D
ENG405,English,,Hard,Identify the correct usage of the word in context: (Question 75)?,Option A,Option B,Option C,Option D,C
ENG406,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG407,English,,Hard,Choose the statement that can be inferred from the passage: (Question 77)?,Option A,Option B,Option C,Option D,C
ENG408,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG409,English,,Hard,Choose the option that best summarizes the passage: (Question 79)?,Option A,Option B,Option C,Option D,A
ENG410,English,,Hard,Identify the correct usage of the word in context: (Question 80)?,Option A,Option B,Option C,Option D,D
ENG411,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,C
ENG412,English,,Hard,Choose the statement that can be inferred from the passage: (Question 82)?,Option A,Option B,Option C,Option D,D
ENG413,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG414,English,,Hard,Choose the option that best summarizes the passage: (Question 84)?,Option A,Option B,Option C,Option D,D
ENG415,English,,Hard,Identify the correct usage of the word in context: (Question 85)?,Option A,Option B,Option C,Option D,B
ENG416,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,C
ENG417,English,,Hard,Choose the statement that can be inferred from the passage: (Question 87)?,Option A,Option B,Option C,Option D,C
ENG418,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG419,English,,Hard,Choose the option that best summarizes the passage: (Question 89)?,Option A,Option B,Option C,Option D,B
ENG420,English,,Hard,Identify the correct usage of the word in context: (Question 90)?,Option A,Option B,Option C,Option D,B
ENG421,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,A
ENG422,English,,Hard,Choose the statement that can be inferred from the passage: (Question 92)?,Option A,Option B,Option C,Option D,A
ENG423,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,D
ENG424,English,,Hard,Choose the option that best summarizes the passage: (Question 94)?,Option A,Option B,Option C,Option D,B
ENG425,English,,Hard,Identify the correct usage of the word in context: (Question 95)?,Option A,Option B,Option C,Option D,D
ENG426,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,A
ENG427,English,,Hard,Choose the statement that can be inferred from the passage: (Question 97)?,Option A,Option B,Option C,Option D,D
ENG428,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG429,English,,Hard,Choose the option that best summarizes the passage: (Question 99)?,Option A,Option B,Option C,Option D,A
ENG430,English,,Hard,Identify the correct usage of the word in context: (Question 100)?,Option A,Option B,Option C,Option D,B
ENG431,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,A
ENG432,English,,Hard,Choose the statement that can be inferred from the passage: (Question 102)?,Option A,Option B,Option C,Option D,B
ENG433,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG434,English,,Hard,Choose the option that best summarizes the passage: (Question 104)?,Option A,Option B,Option C,Option D,B
ENG435,English,,Hard,Identify the correct usage of the word in context: (Question 105)?,Option A,Option B,Option C,Option D,C
ENG436,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,C
ENG437,English,,Hard,Choose the statement that can be inferred from the passage: (Question 107)?,Option A,Option B,Option C,Option D,C
ENG438,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,B
ENG439,English,,Hard,Choose the option that best summarizes the passage: (Question 109)?,Option A,Option B,Option C,Option D,D
ENG440,English,,Hard,Identify the correct usage of the word in context: (Question 110)?,Option A,Option B,Option C,Option D,C
ENG441,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,C
ENG442,English,,Hard,Choose the statement that can be inferred from the passage: (Question 112)?,Option A,Option B,Option C,Option D,C
ENG443,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG444,English,,Hard,Choose the option that best summarizes the passage: (Question 114)?,Option A,Option B,Option C,Option D,D
ENG445,English,,Hard,Identify the correct usage of the word in context: (Question 115)?,Option A,Option B,Option C,Option D,D
ENG446,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,D
ENG447,English,,Hard,Choose the statement that can be inferred from the passage: (Question 117)?,Option A,Option B,Option C,Option D,A
ENG448,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,D
ENG449,English,,Hard,Choose the option that best summarizes the passage: (Question 119)?,Option A,Option B,Option C,Option D,B
ENG450,English,,Hard,Identify the correct usage of the word in context: (Question 120)?,Option A,Option B,Option C,Option D,C
ENG451,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG452,English,,Hard,Choose the statement that can be inferred from the passage: (Question 122)?,Option A,Option B,Option C,Option D,D
ENG453,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG454,English,,Hard,Choose the option that best summarizes the passage: (Question 124)?,Option A,Option B,Option C,Option D,C
ENG455,English,,Hard,Identify the correct usage of the word in context: (Question 125)?,Option A,Option B,Option C,Option D,C
ENG456,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,D
ENG457,English,,Hard,Choose the statement that can be inferred from the passage: (Question 127)?,Option A,Option B,Option C,Option D,B
ENG458,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG459,English,,Hard,Choose the option that best summarizes the passage: (Question 129)?,Option A,Option B,Option C,Option D,C
ENG460,English,,Hard,Identify the correct usage of the word in context: (Question 130)?,Option A,Option B,Option C,Option D,B
ENG461,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,A
ENG462,English,,Hard,Choose the statement that can be inferred from the passage: (Question 132)?,Option A,Option B,Option C,Option D,A
ENG463,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,B
ENG464,English,,Hard,Choose the option that best summarizes the passage: (Question 134)?,Option A,Option B,Option C,Option D,A
ENG465,English,,Hard,Identify the correct usage of the word in context: (Question 135)?,Option A,Option B,Option C,Option D,A
ENG466,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,D
ENG467,English,,Hard,Choose the statement that can be inferred from the passage: (Question 137)?,Option A,Option B,Option C,Option D,D
ENG468,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG469,English,,Hard,Choose the option that best summarizes the passage: (Question 139)?,Option A,Option B,Option C,Option D,A
ENG470,English,,Hard,Identify the correct usage of the word in context: (Question 140)?,Option A,Option B,Option C,Option D,D
ENG471,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG472,English,,Hard,Choose the statement that can be inferred from the passage: (Question 142)?,Option A,Option B,Option C,Option D,A
ENG473,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,A
ENG474,English,,Hard,Choose the option that best summarizes the passage: (Question 144)?,Option A,Option B,Option C,Option D,B
ENG475,English,,Hard,Identify the correct usage of the word in context: (Question 145)?,Option A,Option B,Option C,Option D,B
ENG476,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG477,English,,Hard,Choose the statement that can be inferred from the passage: (Question 147)?,Option A,Option B,Option C,Option D,D
ENG478,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,D
ENG479,English,,Hard,Choose the option that best summarizes the passage: (Question 149)?,Option A,Option B,Option C,Option D,B
ENG480,English,,Hard,Identify the correct usage of the word in context: (Question 150)?,Option A,Option B,Option C,Option D,A
ENG481,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,A
ENG482,English,,Hard,Choose the statement that can be inferred from the passage: (Question 152)?,Option A,Option B,Option C,Option D,B
ENG483,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,B
ENG484,English,,Hard,Choose the option that best summarizes the passage: (Question 154)?,Option A,Option B,Option C,Option D,B
ENG485,English,,Hard,Identify the correct usage of the word in context: (Question 155)?,Option A,Option B,Option C,Option D,B
ENG486,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG487,English,,Hard,Choose the statement that can be inferred from the passage: (Question 157)?,Option A,Option B,Option C,Option D,D
ENG488,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG489,English,,Hard,Choose the option that best summarizes the passage: (Question 159)?,Option A,Option B,Option C,Option D,C
ENG490,English,,Hard,Identify the correct usage of the word in context: (Question 160)?,Option A,Option B,Option C,Option D,B
ENG491,English,,Hard,Choose the most appropriate option based on the sentence.,Option A,Option B,Option C,Option D,B
ENG492,English,,Hard,Choose the statement that can be inferred from the passage: (Question 162)?,Option A,Option B,Option C,Option D,C
ENG493,English,,Hard,Choose the correct option.,Option A,Option B,Option C,Option D,C
ENG494,English,,Hard,Choose the option that best summarizes the passage: (Question 164)?,Option A,Option B,Option C,Option D,B
ENG495,English,,Hard,Identify the correct usage of the word in context: (Question 165)?,Option A,Option B,Option C,Option D,D
